ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
859	Decatur	AL	34.6	-87.1	15.73654434	112.7267584	1.116331011	197.1944427	One-family house detached from any other house	4
860	Chippewa Falls	WI	44.9	-91.4	6.476376147	63.22362385	1.206427925	306.4425049	One-family house detached from any other house	3
861	Boulder	CO	40.0	-105.4	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	3
862	Berkeley	CA	37.9	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	4
863	Frederic	WI	45.7	-92.5	5.758868502	55.40152905	1.641770139	339.4372253	One-family house detached from any other house	3
864	Seattle	WA	47.7	-122.4	11.1014526	79.94380734	2.608986975	84.25081635	Duplex or two-family house (designed for two families)	2
865	Kailua	HI	21.4	-157.7	22.55840979	76.67889908	NA	178.6537476	One-family house detached from any other house	5
866	Middleton	WI	43.1	-89.5	7.131957187	66.57591743	1.038347971	294.9661255	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
867	Swampscott	MA	42.5	-70.9	9.383715596	94.2704893	NA	22.84713936	One-family house detached from any other house	3
868	Lyons	CO	40.2	-105.3	7.221100917	32.97201835	0.616823138	1912.255859	One-family house detached from any other house	3
869	Sterling	CT	41.7	-71.8	9.465978593	97.09472477	1.849030885	116.9283371	One-family house detached from any other house	2
870	West Chester	PA	40.0	-75.7	11.8103211	92.14327217	1.691739853	81.75190735	One-family house detached from any other house	5
871	Charleston	SC	32.7	-80.0	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	3
872	Bethesda	MD	39.0	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	3
873	Vallejo	CA	38.1	-122.3	14.24908257	60.2470948	1.87041945	143.1794128	One-family house detached from any other house	5
874	Fairfield	CT	41.2	-73.2	10.10603976	98.2043578	1.867390972	109.4050751	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
875	North Augusta	SC	33.7	-82.0	17.47423547	95.91085627	1.918117809	142.1044464	One-family house detached from any other house	3
876	Miami	FL	25.7	-80.4	24.37759939	128.5626147	1.860198361	1.923296809	One-family house detached from any other house	3
877	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
878	Tempe	AZ	33.4	-111.9	20.79296636	19.41926606	0.286909448	425.6875	"High rise apartment (multiple units, with 5 or more stories)"	2
879	Chicago	IL	41.9	-87.6	9.759174312	71.12874618	NA	193.5566711	"High rise apartment (multiple units, with 5 or more stories)"	1
880	Albuquerque	NM	35.1	-106.7	10.76146789	26.16360856	0.281041793	1708.676392	One-family house detached from any other house	2
881	Bethesda	MD	39.0	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	4
882	Port Townsend	WA	48.1	-122.9	9.832415902	159.474159	2.124810721	66.50154114	A mobile home	1
883	Durham	NC	36.0	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
884	Fort Collins	CO	40.6	-105.1	6.309633028	29.25894495	0.343314657	1983.906616	One-family house detached from any other house	4
885	Colquitt	GA	31.1	-84.8	18.91666667	116.3444954	1.191285587	58.92527771	One-family house detached from any other house	4
886	Fulton	MD	39.2	-76.9	12.43012232	89.19495413	1.041944274	92.84095764	One-family house detached from any other house	6 or more
887	Santa Cruz	CA	37.0	-122.0	13.18310398	67.05321101	2.171941254	81.91304016	One-family house detached from any other house	2
888	Portland	OR	45.5	-122.5	9.534633028	171.5379205	2.360463346	457.9377747	One-family house detached from any other house	4
889	Warrior	AL	33.9	-86.8	16.87836391	112.5380734	1.309395824	195.946106	One-family house detached from any other house	4
890	Ladson	SC	33.0	-80.1	17.87706422	100.5048165	2.986409751	21.74305534	One-family house detached from any other house	3
891	leavenworth	KS	39.3	-94.9	12.5912844	79.44044343	1.116898854	272.7763977	One-family house detached from any other house	2
892	Burlington	WI	42.6	-88.4	7.849541284	67.24885321	1.090589041	257.2883301	One-family house detached from any other house	3
893	Apache Junction	AZ	33.4	-111.5	19.24663609	28.01215596	0.339339796	806.6627808	One-family house detached from any other house	3
894	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	4
895	Boston	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	1
896	salem	OH	40.9	-80.8	9.530351682	80.10229358	1.774644156	341.9272156	Duplex or two-family house (designed for two families)	2
897	Chevy Chase	MD	39.0	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	4
898	Fishersville	VA	38.1	-79.0	12.62285933	80.3851682	2.266013008	400.1588745	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
899	San Francisco	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	Duplex or two-family house (designed for two families)	2
900	Baldwinsville	NY	43.1	-76.3	8.518042813	80.44411315	1.328702301	138.4844513	One-family house detached from any other house	4
901	Eugene	OR	44.0	-123.1	11.24938838	101.1090214	1.340248341	161.2072296	One-family house detached from any other house	3
902	Gaithersburg	MD	39.1	-77.2	12.51139144	88.78639144	1.25412629	137.5811157	One-family house detached from any other house	3
903	Hillsborough	NC	36.1	-79.1	14.44793578	93.73470948	1.698932469	190.2480621	One-family house detached from any other house	3
904	Charlotte	NC	35.2	-80.8	16.00198777	93.89120795	1.29519988	201.6608276	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
905	Manchester	NH	43.0	-71.5	8.609633028	89.07270642	2.227400058	59.06277847	"High rise apartment (multiple units, with 5 or more stories)"	1
906	"Austin, "	TX	30.3	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	2
907	San Francisco	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
908	Costa Mesa	CA	33.7	-117.9	16.28264526	34.18035168	1.13715173	232.911026	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
909	Fairborn	OH	39.8	-84.1	11.36567278	79.7190367	1.100242276	273.4224854	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
910	Westwood	MA	42.2	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	3
911	Centerville	PA	41.8	-79.8	8.498929664	91.33654434	1.72410661	452.1144409	A mobile home	3
912	Fitchburg	MA	42.6	-71.8	7.73264526	92.51964832	2.157934581	205.5700073	One-family house detached from any other house	1
913	Houston	TX	29.8	-95.4	20.45542813	93.55756881	2.567534829	14.17661858	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
914	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
915	Round Rock	TX	30.5	-97.7	19.32316514	63.89571865	0.917398545	266.2280579	One-family house detached from any other house	3
916	Souderton	PA	40.3	-75.3	10.94327217	95.8601682	1.164029377	100.8869476	One-family house detached from any other house	4
917	Charlotte	NC	35.3	-80.7	16.00198777	93.89120795	1.29519988	201.6608276	One-family house detached from any other house	3
918	Yorktown Heights	NY	41.3	-73.8	10.60825688	101.411315	1.980012111	127.7934723	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
919	Rogersville	MO	37.2	-93.1	13.6440367	86.23493884	1.225923686	381.5116577	One-family house detached from any other house	3
920	San Mateo	CA	37.6	-122.3	14.09617737	41.10183486	2.266391583	115.6696014	One-family house detached from any other house	4
921	Blacksburg	VA	37.2	-80.4	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	3
922	Pittsburgh	PA	40.4	-79.9	10.59304281	88.16972477	1.641202297	330.4186096	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
923	Davis	CA	38.6	-121.7	15.42813456	41.17079511	0.94541187	15.96166706	One-family house detached from any other house	4
924	Las Vegas	NV	36.3	-115.3	17.15512232	11.21391437	0.206655058	991.2583618	One-family house detached from any other house	3
925	Mt. Pleasant	SC	32.9	-79.8	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	5
926	new york	NY	40.7	-74.0	11.15	97.4837156	2.213204125	60.80302048	"High rise apartment (multiple units, with 5 or more stories)"	1
927	Brooklyn	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
928	Zionsville	IN	40.0	-86.2	10.88394495	84.28027523	0.90433828	267.9244385	One-family house detached from any other house	3
929	Ewing	NJ	40.3	-74.8	11.35496942	95.97515291	2.082980009	41.57500076	One-family house detached from any other house	2
930	Melrose	MA	42.5	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	3
931	Glen Ellen	CA	38.3	-122.5	13.79816514	72.84296636	1.537477285	120.170105	One-family house detached from any other house	3
932	Boardman	OH	41.0	-80.6	9.272324159	74.83631498	1.774644156	303.0150146	One-family house detached from any other house	3
933	Brooklyn	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
934	Des Moines 	IA	41.6	-93.6	9.632492355	67.21873089	0.976075106	290.4547119	One-family house detached from any other house	3
935	Shelby	MT	48.5	-111.9	5.445718654	25.61185015	0.306405209	1074.214111	One-family house detached from any other house	2
936	Montevallo	AL	33.2	-86.6	17.22966361	112.1009939	1.843920353	178.074173	One-family house detached from any other house	3
937	Hoboken	NJ	40.7	-74.0	11.15	97.4837156	2.213204125	60.80302048	Duplex or two-family house (designed for two families)	2
938	Oshkosh	WI	43.9	-88.5	7.297629969	59.25603976	1.103838589	290.8152771	One-family house detached from any other house	3
939	Pawtucket	RI	41.9	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	One-family house detached from any other house	3
940	La Jolla	CA	32.8	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	3
941	Turlock	CA	37.5	-120.9	16.52454128	31.72798165	1.105163539	100.2350006	One-family house detached from any other house	4
942	Boulder	CO	40.0	-105.3	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	4
943	Duxbury	MA	42.1	-70.7	9.383715596	94.2704893	1.41387795	22.84713936	One-family house detached from any other house	4
944	Roanoke	VA	37.3	-79.9	13.63547401	88.97614679	2.506019069	358.2038879	One-family house detached from any other house	4
945	Boulder	CO	40.1	-105.4	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	2
946	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
947	Berryville	VA	39.1	-78.0	12.68478593	84.65328746	1.19715324	163.789444	One-family house detached from any other house	3
948	Gainesville	FL	29.7	-82.3	20.72599388	115.0859327	2.532139617	36.76833344	One-family house detached from any other house	4
949	Cranberry Twp.	PA	40.7	-80.1	9.712461774	79.61674312	2.056859474	331.8135986	One-family house detached from any other house	4
950	Chicago	IL	42.0	-87.7	9.173165138	70.7617737	NA	189.6425018	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
951	east hanover	NJ	40.8	-74.4	11.15	97.4837156	2.2052544	60.80302048	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
952	Santa Cruz	CA	37.0	-122.0	13.18310398	67.05321101	2.171941254	81.91304016	A mobile home	1
953	Boulder	CO	40.1	-105.3	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	4
954	Fritch	TX	35.6	-101.6	14.32568807	37.12110092	0.450068143	1016.372192	One-family house detached from any other house	3
955	Zephyrhills	FL	28.2	-82.2	22.15588685	112.4344801	2.482169895	25.95861053	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
956	Darby	MT	46.0	-114.2	5.918348624	25.62278287	1.000113569	1675.700562	One-family house detached from any other house	3
957	Tucson	AZ	32.3	-111.0	17.99931193	28.01154434	0.306405209	1157.947266	One-family house detached from any other house	2
958	Portland	OR	45.6	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	3
959	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	1
960	Marquette	MI	46.5	-87.4	4.496100917	65.20542813	NA	187.7169495	One-family house detached from any other house	4
961	Boulder	CO	40.1	-105.3	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	5
962	Honolulu	HI	21.3	-157.7	22.55840979	76.67889908	NA	178.6537476	One-family house detached from any other house	4
963	Camas	WA	45.6	-122.4	9.534633028	171.5379205	2.360463346	457.9377747	One-family house detached from any other house	4
964	Sulphur Bluff	TX	33.3	-95.4	17.85053517	94.23753823	1.429966687	122.1666641	One-family house detached from any other house	3
965	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
966	Belmont	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
967	Washington	DC	38.9	-77.0	14.01888379	87.26605505	1.81817838	64.78483582	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
968	Boulder	CO	40.1	-105.2	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	5
969	Indianapolis	IN	39.8	-86.1	11.55114679	84.20955657	0.90433828	247.0333405	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
970	Fulton	MS	34.2	-88.4	16.41788991	115.1977064	1.655966088	137.758606	One-family house detached from any other house	3
971	Stillwater	OK	36.1	-97.1	15.92423547	72.7720948	0.804209571	311.9710999	One-family house detached from any other house	3
972	San Francisco	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
973	Shell Rock	IA	42.7	-92.6	8.355963303	70.5469419	0.928755302	304.0914001	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
974	Richland	WA	46.3	-119.3	11.28302752	16.49655963	0.91001666	254.5022278	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
975	Durham	NC	36.0	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	2
976	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	2
977	Denton	TX	33.2	-97.1	18.24029052	73.32125382	0.840361903	220.7477722	One-family house detached from any other house	3
978	Edenton 	NC	36.2	-76.7	15.66001529	105.7861621	1.617542399	8.586108208	One-family house detached from any other house	3
979	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
979	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
980	Chicago	IL	41.9	-87.6	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
981	Austin	TX	30.2	-97.9	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	4
982	North Fond du Lac	WI	43.8	-88.5	7.297629969	59.25603976	1.103838589	290.8152771	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
983	Canton	PA	41.7	-76.7	7.348623853	79.87056575	1.709910661	477.8155518	One-family house detached from any other house	2
984	Grand Forks	ND	47.9	-97.0	4.127217125	39.87538226	0.713923382	284.3241577	One-family house detached from any other house	3
985	ROGERS	AR	36.3	-94.0	14.96376147	93.68188073	1.621895818	414.0939026	One-family house detached from any other house	2
986	State College	PA	40.8	-77.9	9.469877676	80.85925076	2.201847367	372.6585999	One-family house detached from any other house	4
987	South Jordan	UT	40.5	-112.0	10.72744648	34.72324159	0.876892793	1401.720581	One-family house detached from any other house	2
988	Brooklyn	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	Duplex or two-family house (designed for two families)	1
989	Boulder	CO	40.0	-105.3	7.221100917	32.97201835	0.677392489	1912.255859	Duplex or two-family house (designed for two families)	2
990	Eugene	OR	44.0	-123.1	11.11246177	99.04006116	1.340248341	307.2908325	One-family house detached from any other house	3
991	Green Pond	NJ	41.0	-74.5	9.651223242	104.2791284	2.2052544	196.3524933	One-family house detached from any other house	3
992	Jay	OK	36.4	-94.8	14.92285933	91.2440367	1.316588431	315.1291809	One-family house detached from any other house	3
993	Wichita	KS	37.7	-97.2	13.80764526	65.90351682	0.809509391	409.2113953	One-family house detached from any other house	3
994	Vernon	CT	41.8	-72.4	9.280504587	102.9594801	2.031117504	150.3586121	One-family house detached from any other house	3
995	Oklahoma City	OK	35.6	-97.7	16.25244648	64.68776758	0.722630226	348.8772278	One-family house detached from any other house	3
996	Richmond hill 	GA	31.9	-81.3	19.37240061	104.3333333	2.536493043	3.445084572	One-family house detached from any other house	4
997	East Meredith	NY	42.4	-74.9	6.422400612	97.06659021	1.779186852	611.4335938	One-family house detached from any other house	5
998	Merced	CA	37.3	-120.5	16.72262997	27.45076453	1.708017869	140.3577728	One-family house detached from any other house	2
999	Unincorporated Kenai Peninsula Borrough	AK	42.5	-83.0	8.752599388	61.41047401	1.139612358	197.3336182	"Boat, RV, van, etc"	1
1000	potomac	MD	39.0	-77.2	12.51139144	88.78639144	1.25412629	137.5811157	One-family house detached from any other house	4
1001	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
1002	Charleston	WV	38.3	-81.6	12.77094801	90.53218654	2.205254386	299.3794556	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1003	Allston	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	1
1004	Flossmoor	IL	41.5	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house detached from any other house	4
1005	Ocean	NJ	40.2	-74.0	11.50688073	97.69892966	1.916603583	30.44665909	One-family house detached from any other house	2
1006	Friedens	PA	40.1	-79.0	10.39648318	92.68058104	1.896729252	508.3613892	One-family house detached from any other house	4
1007	Lexington	KY	38.0	-84.5	12.78448012	93.83784404	1.278921863	269.7555542	One-family house detached from any other house	4
1008	Lockport	NY	43.2	-78.7	8.608792049	67.8601682	NA	123.3691635	One-family house detached from any other house	2
1009	dillsburg	PA	40.1	-77.1	10.6043578	83.71330275	1.326241667	227.5200043	One-family house detached from any other house	2
1010	Coden	AL	30.4	-88.2	20.16100917	123.8960245	2.092254701	7.924260139	One-family house detached from any other house	4
1011	Chicago	IL	41.8	-87.6	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1012	Tempe	AZ	33.4	-111.9	20.79296636	19.41926606	0.286909448	425.6875	One-family house detached from any other house	3
1013	Miami	FL	25.7	-80.3	24.37759939	128.5626147	1.860198361	1.923296809	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
1014	San Jose	CA	37.3	-121.8	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	5
1015	Lewisburg	WV	37.8	-80.4	11.32094801	85.03470948	2.388098124	694.7855835	One-family house detached from any other house	3
1016	Atlanta	GA	33.9	-84.3	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	2
1017	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1018	Laurinburg	NC	34.8	-79.5	16.61873089	100.2272171	1.691550568	57.77694321	One-family house detached from any other house	3
1019	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1020	Orem	UT	40.3	-111.7	8.843425076	35.4175841	0.876892793	1686.370239	One-family house detached from any other house	3
1021	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1022	Fairmont	WV	39.5	-80.1	11.09159021	97.83394495	2.201279529	395.1316528	One-family house detached from any other house	2
1023	Grove City	OH	39.9	-83.1	10.89380734	83.52737003	1.082828585	266.2388916	One-family house detached from any other house	4
1024	Gainesville	FL	29.7	-82.3	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	4
1025	Ponca City	OK	36.7	-97.1	15.65344037	68.68027523	0.661303755	316.9041748	One-family house detached from any other house	2
1026	Charlotte	NC	35.1	-80.9	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
1027	Washington	PA	40.2	-80.2	10.53746177	86.09044343	1.754769841	345.6836243	One-family house detached from any other house	2
1028	Olmsted Twp	OH	41.4	-81.9	9.56146789	75.65718654	NA	283.1663818	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1029	elmira	NY	42.1	-76.8	7.400458716	73.25152905	1.709910661	392.8258362	Duplex or two-family house (designed for two families)	2
1030	Hilliard	OH	40.0	-83.1	10.11330275	77.9633792	1.092860389	285.2580566	One-family house detached from any other house	3
1031	Lower Burrell	PA	40.6	-79.7	9.798318043	86.92905199	1.641202297	350.2911072	One-family house detached from any other house	3
1032	Superior Township	MI	42.3	-83.6	9.459633028	65.69365443	1.165732887	253.6655579	One-family house detached from any other house	3
1033	Edgewater	MD	38.9	-76.5	13.6970948	90.40053517	1.377914896	37.22084808	One-family house detached from any other house	3
1034	madison	NJ	40.7	-74.4	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	5
1035	New York City	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1036	Scranton	PA	41.4	-75.6	8.634938838	85.03348624	1.668079956	424.4169312	Duplex or two-family house (designed for two families)	2
1037	Columbia	MO	39.1	-92.4	12.30420489	77.87293578	1.027937615	247.2169495	One-family house detached from any other house	4
1038	Salt Lake City	UT	40.8	-111.9	6.855657492	47.03340979	0.75726832	1931.035034	One-family house detached from any other house	3
1039	Newport Beach	CA	33.6	-117.9	16.28264526	34.18035168	1.037212298	232.911026	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1040	Fort Worth	TX	32.7	-97.4	18.83256881	69.65810398	0.82370533	197.8705597	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1041	Lakewood	OH	41.5	-81.8	9.56146789	75.65718654	NA	283.1663818	One-family house detached from any other house	3
1042	Davis	CA	38.6	-121.8	15.42813456	41.17079511	0.94541187	15.96166706	Duplex or two-family house (designed for two families)	3
1043	Mountain View	CA	37.4	-122.1	13.79136086	51.00313456	2.266391583	253.009201	One-family house detached from any other house	3
1044	Weirsdale	FL	29.0	-81.9	21.8411315	113.3574924	3.029186856	28.14388847	A mobile home	3
1045	Littleton	MA	42.5	-71.4	8.609633028	89.07270642	1.966573293	59.06277847	One-family house detached from any other house	4
1046	Slidell	LA	30.3	-89.7	20.2117737	127.3261468	2.740157487	6.914476395	One-family house detached from any other house	4
1047	Monument	CO	39.1	-104.8	8.093119266	30.59762997	0.520290734	2101.099365	One-family house detached from any other house	3
1048	Chicago 	IL	42.0	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1049	Norman	OK	35.2	-97.4	16.26712538	68.88975535	0.639725923	344.3697205	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1050	Durham	NC	36.0	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	Duplex or two-family house (designed for two families)	2
1051	Republic	MO	37.1	-93.5	13.6440367	86.23493884	1.153240459	381.5116577	One-family house detached from any other house	3
1052	Bloomfield	NJ	40.8	-74.2	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	3
1053	Seattle	WA	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1054	Charleston	SC	32.7	-80.0	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	3
1055	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
1056	Lincoln	NE	40.8	-96.7	10.5925841	58.17759939	0.877460629	404.4563904	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1057	l	ME	44.1	-70.2	5.749541284	99.1690367	2.157556027	138.2166595	Duplex or two-family house (designed for two families)	1
1058	San jose	CA	37.3	-121.9	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	2
1059	mammoth	AZ	32.7	-110.6	17.49969419	32.30733945	0.438332829	1049.841431	A mobile home	2
1060	brooklyn	NY	40.6	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	Duplex or two-family house (designed for two families)	2
1061	Los Angeles	CA	34.0	-118.5	13.37056575	39.35022936	1.220434586	619.3668823	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1062	Hillsborough	NC	36.1	-79.1	14.44793578	93.73470948	1.698932469	190.2480621	One-family house detached from any other house	3
1063	Harrisburg	PA	40.3	-76.9	10.84579511	84.23723242	1.714264089	164.0541687	One-family house attached to one or more houses (e.g. a townhouse or condominium)	4
1064	Laramie	WY	41.3	-105.6	4.192889908	23.55970948	0.400855542	2259.986572	Duplex or two-family house (designed for two families)	2
1065	Bethel	CT	41.4	-73.4	10.10603976	98.2043578	1.867390972	109.4050751	One-family house detached from any other house	5
1066	Martinez	GA	33.5	-82.1	17.48149847	92.25542813	1.792814963	109.0872192	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1067	West Roxbury	MA	42.3	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
1068	Haslett	MI	42.8	-84.4	8.400764526	64.10405199	1.072228953	265.9377747	One-family house detached from any other house	4
1069	Elkridge	MD	39.2	-76.7	12.43012232	89.19495413	1.041944274	92.84095764	One-family house detached from any other house	3
1070	Raleigh	NC	35.9	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	4
1071	Fredonia	WI	43.5	-87.9	7.990061162	63.14136086	1.151347664	187.468338	One-family house detached from any other house	3
1072	west milford	NJ	41.1	-74.4	9.651223242	104.2791284	2.2052544	196.3524933	One-family house detached from any other house	3
1073	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1074	Tempe	AZ	33.4	-111.9	20.79296636	19.41926606	0.286909448	425.6875	One-family house detached from any other house	3
1075	Anderson	IN	40.1	-85.7	10.44510703	81.71047401	1.042322838	261.234436	One-family house detached from any other house	3
1076	West Warwick	RI	41.7	-71.5	9.465978593	97.09472477	2.145063591	116.9283371	One-family house detached from any other house	3
1077	Crossville	TN	35.9	-85.0	14.06299694	116.1486239	2.213961239	492.3319397	One-family house detached from any other house	3
1078	Riverside	PA	41.0	-76.6	10.14617737	86.8558104	2.12859631	235.0780487	One-family house detached from any other house	5
1079	Sacramento	CA	38.6	-121.5	15.42813456	41.17079511	1.394950028	15.96166706	One-family house detached from any other house	3
1080	Portland	OR	45.6	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	3
1081	Louisburg	KS	38.5	-94.7	13.17729358	80.94074924	1.159108117	304.1794434	One-family house detached from any other house	6 or more
1082	phoenix	AZ	33.3	-112.1	20.49717125	17.00970948	0.286909448	386.5838928	One-family house detached from any other house	3
1083	King George	VA	38.3	-77.2	13.70894495	87.8366208	1.908086011	35.61510468	A mobile home	3
1084	Eugene	OR	44.1	-123.1	11.24938838	101.1090214	1.340248341	161.2072296	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1085	Chicago	IL	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1086	Arlington	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	Duplex or two-family house (designed for two families)	2
